Kingdom,Division,Group_Name,Family,Botanical_Name,Naturalisation_Status,NCA_Status,Burke,Burnett,Cook,Darling_Downs,Gregory_North,Gregory_South,Leichhardt,Maranoa,Mitchell,Moreton,North_Kennedy,Port_Curtis,South_Kennedy,Warrego,Wide_Bay,Queensland,ACT,NSW,NT,SA,TAS,VIC,WA,Australia,NG,Africa,America,Antarctica,Asia,NZ,Europe,Malesia,Melanesia,Pacific_islands,Notes
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus sicilifolia L.A.S.Johnson & K.D.Hill,Native to QLD,Vulnerable,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus sideroxylon subsp. improcera A.R.Bean,Native to QLD,Vulnerable,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus taurina A.R.Bean & Brooker,Native to QLD,Vulnerable,,4,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus tereticornis subsp. rotunda A.R.Bean,Native to QLD,Near threatened,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Eucalyptus virens Brooker & A.R.Bean,Native to QLD,Vulnerable,,4,,6,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cunoniaceae,Eucryphia jinksii P.I.Forst.,Native to QLD,Endangered,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cunoniaceae,Eucryphia wilkiei B.Hyland,Native to QLD,Vulnerable,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Eulophia bicallosa (D.Don) P.Hunt & Summerh.,Native to QLD,Near threatened,,,1,,,,,,,1,3,,2,,1,,,,1,,,,,,2,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Eulophia pelorica D.L.Jones & M.A.Clem.,Native to QLD,Vulnerable,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Eulophia zollingeri (Rchb.f.) J.J.Sm.,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rutaceae,Euodia hylandii T.G.Hartley,Native to QLD,Vulnerable,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rutaceae,Euodia pubifolia T.G.Hartley,Native to QLD,Vulnerable,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Euphorbiaceae,Euphorbia carissoides F.M.Bailey,Native to QLD,Vulnerable,,,27,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orobanchaceae,Euphrasia bella S.T.Blake,Native to QLD,Endangered,,,,,,,,,,14,,,,,,,,1,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orobanchaceae,Euphrasia orthocheila subsp. peraspera W.R.Barker,Native to QLD,Near threatened,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orobanchaceae,Euphrasia orthocheila W.R.Barker subsp. orthocheila,Native to QLD,Near threatened,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Moraceae,Ficus melinocarpa var. hololampra (Diels) Corner,Native to QLD,Near threatened,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Fimbristylis adjuncta S.T.Blake,Native to QLD,Endangered,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Fimbristylis carolinii Latz,Native to QLD,Near threatened,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Fimbristylis distincta S.T.Blake,Native to QLD,Vulnerable,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Fimbristylis micans S.T.Blake,Native to QLD,Vulnerable,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Fimbristylis sp. (Elizabeth Springs R.J.Fensham 3743),Native to QLD,Vulnerable,,,,,4,,,,1,,,,3,,,,,,,1,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Cyperaceae,Fimbristylis vagans S.T.Blake,Native to QLD,Endangered,,1,,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Sterculiaceae,Firmiana papuana Mildbr.,Native to QLD,Vulnerable,,,16,,,,,,,,2,,,,,,,,,,,,,,8,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rutaceae,Flindersia oppositifolia (F.Muell.) T.G.Hartley & Jessup,Native to QLD,Vulnerable,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Floydia praealta (F.Muell.) L.A.S.Johnson & B.G.Briggs,Native to QLD,Vulnerable,,,,,,,,,,12,,,,,20,,,2,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Euphorbiaceae,Fontainea australis Jessup & Guymer,Native to QLD,Vulnerable,,,,,,,,,,8,,,,,,,,9,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Euphorbiaceae,Fontainea fugax P.I.Forst.,Native to QLD,Endangered,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Euphorbiaceae,Fontainea rostrata Jessup & Guymer,Native to QLD,Vulnerable,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Euphorbiaceae,Fontainea venosa Jessup & Guymer,Native to QLD,Vulnerable,,,,,,,,,,15,,12,,,8,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Frankeniaceae,Frankenia scabra Lindl.,Native to QLD,Near threatened,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,No specimen in BRI
Plantae,Streptophyta,Angiosperms,Pandanaceae,Freycinetia marginata Blume,Native to QLD,Vulnerable,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Pandanaceae,Freycinetia percostata Merr. & L.M.Perry,Native to QLD,Vulnerable,,,8,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rubiaceae,Gardenia actinocarpa Puttock,Native to QLD,Endangered,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rubiaceae,Gardenia psidioides Puttock,Native to QLD,Vulnerable,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Gastrodia crebriflora D.L.Jones,Native to QLD,Vulnerable,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Gastrodia urceolata D.L.Jones,Native to QLD,Vulnerable,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Ericaceae,Gaultheria viridicarpa J.B.Williams,Native to QLD,Vulnerable,,,,,,,,,,3,,,,,,,,4,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Poaceae,Germainia capitata Balansa & Poitr.,Native to QLD,Vulnerable,,,6,,,,,,,,,15,,,,,,,,,,,,,8,,,,1,,,1,,,
Plantae,Streptophyta,Angiosperms,Zingiberaceae,Globba marantina L.,Native to QLD,Vulnerable,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,
Plantae,Streptophyta,Angiosperms,Phyllanthaceae,Glochidion pruinosum Airy Shaw,Native to QLD,Endangered,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Phyllanthaceae,Glochidion pungens Airy Shaw,Native to QLD,Near threatened,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Asteraceae,Glossocardia orthochaeta (F.Muell.) Veldkamp,Native to QLD,Endangered,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Fabaceae),Glycine argyrea Tindale,Native to QLD,Near threatened,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Haloragaceae,Gonocarpus effusus Orchard,Native to QLD,Vulnerable,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Haloragaceae,Gonocarpus hirtus Orchard,Native to QLD,Vulnerable,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Goodeniaceae,Goodenia arenicola Carolin,Native to QLD,Presumed extinct in the wild,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,No specimen in BRI
Plantae,Streptophyta,Angiosperms,Goodeniaceae,Goodenia stirlingii F.M.Bailey,Native to QLD,Vulnerable,,,14,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Goodyera viridiflora (Blume) Blume,Native to QLD,Near threatened,,,7,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Gossia fragrantissima (F.Muell. ex Benth.) N.Snow & Guymer,Native to QLD,Endangered,,,,,,,,,,10,,,,,,,,14,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Gossia gonoclada (F.Muell. ex Benth.) N.Snow & Guymer,Native to QLD,Endangered,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Gossia inophloia (J.F.Bailey & C.T.White) N.Snow & Guymer,Native to QLD,Near threatened,,,,,,,,,,30,,,,,9,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Polypodiaceae,Grammitis albosetosa (F.M.Bailey) Parris,Native to QLD,Vulnerable,,,11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Polypodiaceae,Grammitis leonardii Parris,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Polypodiaceae,Grammitis reinwardtii Blume,Native to QLD,Vulnerable,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Acanthaceae,Graptophyllum excelsum (F.Muell.) Druce,Native to QLD,Near threatened,,,23,,,,,,,,6,11,,,1,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Acanthaceae,Graptophyllum ilicifolium (F.Muell.) F.Muell. ex Benth.,Native to QLD,Vulnerable,,,,,,,,,,,,3,10,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Acanthaceae,Graptophyllum reticulatum A.R.Bean & Sharpe,Native to QLD,Endangered,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Grastidium tozerense (Lavarack) M.A.Clem. & D.L.Jones,Native to QLD,Vulnerable,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea glossadenia McGill.,Native to QLD,Vulnerable,,,33,,,,,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea hockingsii Molyneux & Olde,Native to QLD,Vulnerable,,9,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea hodgei Olde & Marriott,Native to QLD,Vulnerable,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea kennedyana F.Muell.,Native to QLD,Vulnerable,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea linsmithii McGill.,Native to QLD,Endangered,,,,,,,,,,15,,,,,,,,2,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea quadricauda Olde & Marriott,Native to QLD,Vulnerable,,,,,,,,,,22,,,,,,,,2,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea scortechinii F.Muell. subsp. scortechinii,Native to QLD,Vulnerable,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Grevillea venusta R.Br.,Native to QLD,Vulnerable,,,,,,,,,,1,,13,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Aizoaceae,Gunniopsis sp. (Edgbaston R.J.Fensham 5094),Native to QLD,Endangered,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Casuarinaceae,Gymnostoma australianum L.A.S.Johnson,Native to QLD,Vulnerable,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Gyrostemonaceae,Gyrostemon osmus Halford,Native to QLD,Endangered,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria euryloba D.L.Jones,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria fuscina D.L.Jones,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No specimen in BRI
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria harroldii D.L.Jones,Native to QLD,Endangered,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria hymenophylla Schltr.,Native to QLD,Near threatened,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria macraithii Lavarack,Native to QLD,Endangered,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria rumphii (Brongn.) Lindl.,Native to QLD,Near threatened,,,4,,,,,,,,9,,,,,,,,,,,,,,3,,,,,,,1,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria vatia D.L.Jones ex. M.T.Mathieson,Native to QLD,Vulnerable,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Orchidaceae,Habenaria xanthantha F.Muell.,Native to QLD,Near threatened,,,1,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Hakea maconochieana Haegi,Native to QLD,Vulnerable,,,,,,,,,3,,,,,19,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Hakea macrorrhyncha W.R.Barker,Native to QLD,Vulnerable,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Hakea trineura (F.Muell.) F.Muell.,Native to QLD,Vulnerable,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Haloragaceae,Haloragis exalata subsp. velutina Orchard,Native to QLD,Vulnerable,,5,,1,,,1,1,,8,,,,1,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Fabaceae),Hardenbergia sp. (Mt Mulligan J.R.Clarkson 5775),Native to QLD,Vulnerable,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rubiaceae,Hedyotis novoguineensis Merr. & L.M.Perry,Native to QLD,Endangered,,,7,,,,,,,,7,,,,,,,,,,,,,,2,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Helicia ferruginea F.Muell.,Native to QLD,Vulnerable,,,,,,,,,,23,,,,,,,,8,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Helicia grayi Foreman,Native to QLD,Vulnerable,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Helicia lewisensis Foreman,Native to QLD,Vulnerable,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Helicia recurva Foreman,Native to QLD,Near threatened,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Monimiaceae,Hemmantia webbii Whiffin,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Hernandiaceae,Hernandia bivalvis Benth.,Native to QLD,Near threatened,,2,,,,,,,,23,2,10,,,14,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Celastraceae,Hexaspora pubescens C.T.White,Native to QLD,Vulnerable,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Dilleniaceae,Hibbertia cymosa S.T.Reynolds,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Dilleniaceae,Hibbertia elata Maiden & Betche,Native to QLD,Near threatened,,,,12,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Dilleniaceae,Hibbertia hexandra C.T.White,Native to QLD,Near threatened,,,,,,,,,,13,,,,,,,,5,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Dilleniaceae,Hibbertia monticola Stanley,Native to QLD,Near threatened,,2,,,,,,1,,19,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Hicksbeachia pinnatifolia F.Muell.,Native to QLD,Vulnerable,,,,,,,,,,10,,,,,,,,19,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Hollandaea riparia B.Hyland,Native to QLD,Vulnerable,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Poaceae,Homopholis belsonii C.E.Hubb.,Native to QLD,Endangered,,,,92,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Homoranthus decumbens (Byrnes) Craven & S.R.Jones,Native to QLD,Vulnerable,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Homoranthus montanus Craven & S.R.Jones,Native to QLD,Vulnerable,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Homoranthus papillatus Byrnes,Native to QLD,Vulnerable,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Homoranthus porteri (C.T.White) Craven & S.R.Jones,Native to QLD,Vulnerable,,,23,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Homoranthus tricolor A.R.Bean,Native to QLD,Endangered,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Homoranthus tropicus Byrnes,Native to QLD,Near threatened,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Homoranthus zeteticorum Craven & S.R.Jones,Native to QLD,Vulnerable,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Apocynaceae,Hoya anulata Schltr.,Native to QLD,Near threatened,,,9,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Apocynaceae,Hoya inconspicua Hemsl.,Native to QLD,Near threatened,,,4,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,1,,
Plantae,Streptophyta,Angiosperms,Apocynaceae,Hoya macgillivrayi F.M.Bailey,Native to QLD,Near threatened,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Apocynaceae,Hoya revoluta Wight ex Hook.f.,Native to QLD,Near threatened,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,
Plantae,Streptophyta,Pteridophytes,Lycopodiaceae,Huperzia serrata (Thunb. ex Murray) Trevis.,Native to QLD,Presumed extinct in the wild,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,,2,,,6,1,1,No specimen in BRI
Plantae,Streptophyta,Angiosperms,Rubiaceae,Hydnophytum ferrugineum P.I.Forst.,Native to QLD,Vulnerable,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Arecaceae,Hydriastele costata F.M.Bailey,Native to QLD,Vulnerable,,,12,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Araliaceae,Hydrocotyle dipleura A.R.Bean,Native to QLD,Vulnerable,,,,,,,,,3,,,,2,4,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Hymenophyllum digitatum (Sw.) Fosberg,Native to QLD,Vulnerable,,,4,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,1,,
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Hymenophyllum eboracense Croxall,Native to QLD,Vulnerable,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Hymenophyllum gracilescens Domin,Native to QLD,Vulnerable,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Hymenophyllum kerianum Watts,Native to QLD,Vulnerable,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Hymenophyllum lobbii T.Moore,Native to QLD,Presumed extinct in the wild,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,No specimen in BRI
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Hymenophyllum pallidum (Blume) Ebihara & K.Iwats.,Native to QLD,Near threatened,,,12,,,,,,,,1,,,,,,,,,,,,,,21,,,,2,,,2,2,1,
Plantae,Streptophyta,Pteridophytes,Hymenophyllaceae,Hymenophyllum whitei Goy,Native to QLD,Endangered,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Menispermaceae,Hypserpa polyandra Becc. var. polyandra,Native to QLD,Vulnerable,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Fabaceae),Indigofera oxyrachis Peter G.Wilson,Native to QLD,Vulnerable,,,,,,2,,,5,,,,,3,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Convolvulaceae,Ipomoea antonschmidii R.W.Johnson,Native to QLD,Near threatened,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Convolvulaceae,Ipomoea imperati (Vahl) Griseb.,Native to QLD,Vulnerable,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,3,
Plantae,Streptophyta,Angiosperms,Convolvulaceae,Ipomoea saintronanensis R.W.Johnson,Native to QLD,Vulnerable,,,5,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Campanulaceae,Isotoma sp. (Elizabeth Springs R.J.Fensham 3676),Native to QLD,Endangered,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Campanulaceae,Isotoma sp. (Myross R.J.Fensham 3883),Native to QLD,Vulnerable,,,,,,,,,5,,,,3,2,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Oleaceae,Jasminum jenniae W.K.Harris & G.Holmes,Native to QLD,Endangered,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Thymelaeaceae,Jedda multicaulis J.R.Clarkson,Native to QLD,Vulnerable,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Kardomia granitica (A.R.Bean) Peter G.Wilson,Native to QLD,Endangered,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Kardomia silvestris (A.R.Bean) Peter G.Wilson,Native to QLD,Endangered,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Kardomia squarrulosa (Domin) Peter G.Wilson,Native to QLD,Vulnerable,,,,,,,,,3,,8,,1,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Kunzea calida F.Muell.,Native to QLD,Endangered,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Kunzea sericothrix Toelken,Native to QLD,Endangered,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Myrtaceae,Kunzea truncata Toelken,Native to QLD,Endangered,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Leguminosae (Caesalpiniaceae),Labichea brassii C.T.White & W.D.Francis,Native to QLD,Near threatened,2,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Rubiaceae,Lasianthus hirsutus (Roxb.) Merr.,Native to QLD,Vulnerable,,,8,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,
Plantae,Streptophyta,Angiosperms,Byttneriaceae,Lasiopetalum sp. (Proston J.A.Baker 17),Native to QLD,Endangered,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantae,Streptophyta,Angiosperms,Proteaceae,Lasjia claudiensis (C.L.Gross & B.Hyland) P.H.Weston & A.R.Mast,Native to QLD,Vulnerable,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
